"state","species","total"
"Minnesota","Purple Finch,Summer Tanager",2
"Minnesota","Purple Finch,White-Throated Sparrow",2
"Minnesota","Purple Finch,Yellow-Bellied Sapsucker",2
"Minnesota","Red-Winged Blackbird,Rose-Breasted Grosbeak",2
"Minnesota","Yellow-Throated Warbler",2
"Minnesota","American Crow,Clay-Colored Sparrow",1
"Minnesota","American Crow,Common Redpoll",1
"Minnesota","American Crow,Common Starling,Lark Sparrow",1
"Minnesota","American Crow,Downy Woodpecker",1
"Minnesota","American Crow,Eurasian Collared Dove",1
"Minnesota","American Crow,Evening Grosbeak,House Sparrow",1
"Minnesota","American Crow,Feral Pigeon",1
"Minnesota","American Crow,Golden-Crowned Kinglet,House Sparrow",1
"Minnesota","American Crow,Hairy Woodpecker",1
"Minnesota","American Crow,House Sparrow,Rose-Breasted Grosbeak",1
"Minnesota","American Crow,Hummingbird",1
"Minnesota","American Crow,Indigo Bunting",1
"Minnesota","American Crow,Mourning Dove",1
"Minnesota","American Crow,Pine Siskin,Purple Finch",1
"Minnesota","American Crow,Pine Warbler",1
"Minnesota","American Crow,Red Crossbill",1
"Minnesota","American Crow,Scarlet Tanager",1
"Minnesota","American Crow,Tufted Titmouse",1
"Minnesota","American Crow,White-Breasted Nuthatch",1
"Minnesota","American Goldfinch,Blue Jay",1
"Minnesota","American Goldfinch,Bobolink",1
"Minnesota","American Goldfinch,Chipping Sparrow",1
"Minnesota","American Goldfinch,Eastern Towhee",1
"Minnesota","American Goldfinch,Feral Pigeon",1
"Minnesota","American Goldfinch,Fox Sparrow",1
"Minnesota","American Goldfinch,Golden-Crowned Kinglet,House Sparrow",1
"Minnesota","American Goldfinch,House Sparrow,Indigo Bunting",1
"Minnesota","American Goldfinch,Indigo Bunting",1
"Minnesota","American Goldfinch,Lark Sparrow",1
"Minnesota","American Goldfinch,Red-Bellied Woodpecker",1
"Minnesota","American Goldfinch,Red-Breasted Nuthatch",1
"Minnesota","American Goldfinch,Scarlet Tanager,Yellow-Bellied Sapsucker",1
"Minnesota","American Goldfinch,Spotted Towhee",1
"Minnesota","American Goldfinch,Yellow-Bellied Sapsucker",1
"Minnesota","American Tree Sparrow,Dark-Eyed Junco",1
"Minnesota","American Tree Sparrow,House Finch",1
"Minnesota","American Tree Sparrow,House Sparrow",1
"Minnesota","American Tree Sparrow,Northern Cardinal,Red-Headed Woodpecker",1
"Minnesota","American Tree Sparrow,Red-Winged Blackbird",1
"Minnesota","American Tree Sparrow,White-Breasted Nuthatch",1
"Minnesota","Baltimore Oriole,Common Grackle",1
"Minnesota","Baltimore Oriole,Dark-Eyed Junco",1
"Minnesota","Baltimore Oriole,Red-Headed Woodpecker",1
"Minnesota","Black-Capped Chickadee,Blue Jay",1
"Minnesota","Black-Capped Chickadee,Bobolink",1
"Minnesota","Black-Capped Chickadee,Chipping Sparrow",1
"Minnesota","Black-Capped Chickadee,Eurasian Collared Dove",1
"Minnesota","Black-Capped Chickadee,Fox Sparrow",1
"Minnesota","Black-Capped Chickadee,Hairy Woodpecker",1
"Minnesota","Black-Capped Chickadee,Orange-Crowned Warbler",1
"Minnesota","Black-Capped Chickadee,Pine Grosbeak",1
"Minnesota","Black-Capped Chickadee,Red-Breasted Nuthatch",1
"Minnesota","Black-Capped Chickadee,Red-Headed Woodpecker",1
"Minnesota","Black-Capped Chickadee,Song Sparrow",1
"Minnesota","Black-Capped Chickadee,White-Breasted Nuthatch",1
"Minnesota","Black-Capped Chickadee,White-Crowned Sparrow",1
"Minnesota","Black-Capped Chickadee,Yellow-Throated Warbler",1
"Minnesota","Blue Grosbeak,House Finch",1
"Minnesota","Blue Grosbeak,Purple Finch",1
"Minnesota","Blue Grosbeak,White-Throated Sparrow",1
"Minnesota","Blue Jay,Downy Woodpecker",1
"Minnesota","Blue Jay,Eastern Towhee",1
"Minnesota","Blue Jay,Eurasian Collared Dove",1
"Minnesota","Blue Jay,Evening Grosbeak",1
"Minnesota","Blue Jay,Mourning Dove",1
"Minnesota","Blue Jay,Pine Siskin",1
"Minnesota","Blue Jay,Pine Warbler",1
"Minnesota","Blue-Gray Gnatcatcher",1
"Minnesota","Bobolink,Common Starling",1
"Minnesota","Bobolink,Evening Grosbeak",1
"Minnesota","Bobolink,House Finch",1
"Minnesota","Bobolink,House Sparrow,House Wren",1
"Minnesota","Bobolink,Indigo Bunting",1
"Minnesota","Bobolink,Red-Winged Blackbird",1
"Minnesota","Bohemian Waxwing,Northern Cardinal",1
"Minnesota","Bohemian Waxwing,Purple Finch",1
"Minnesota","Brewers Blackbird,Common Starling",1
"Minnesota","Brewers Blackbird,Feral Pigeon",1
"Minnesota","Brewers Blackbird,House Sparrow",1
"Minnesota","Brewers Blackbird,Purple Finch",1
"Minnesota","Brewers Blackbird,White-Throated Sparrow",1
"Minnesota","Brown Thrasher,House Finch",1
"Minnesota","Brown Thrasher,House Sparrow",1
"Minnesota","Brown-Headed Cowbird,Carolina Wren",1
"Minnesota","Brown-Headed Cowbird,Common Starling",1
"Minnesota","Brown-Headed Cowbird,House Sparrow,Pine Siskin",1
"Minnesota","Brown-Headed Cowbird,Indigo Bunting",1
"Minnesota","Brown-Headed Cowbird,Mourning Dove",1
"Minnesota","Brown-Headed Cowbird,Orchard Oriole",1
"Minnesota","Brown-Headed Cowbird,Pine Grosbeak",1
"Minnesota","Brown-Headed Cowbird,Red-Headed Woodpecker",1
"Minnesota","Brown-Headed Cowbird,Spotted Towhee",1
"Minnesota","Brown-Headed Cowbird,Swamp Sparrow",1
"Minnesota","Brown-Headed Cowbird,White-Throated Sparrow",1
"Minnesota","Canada Jay,Pine Siskin",1
"Minnesota","Carolina Wren,Dark-Eyed Junco",1
"Minnesota","Carolina Wren,House Sparrow,Rusty Blackbird",1
"Minnesota","Carolina Wren,Indigo Bunting",1
"Minnesota","Carolina Wren,Summer Tanager",1
"Minnesota","Cedar Waxwing,House Finch,House Sparrow",1
"Minnesota","Cedar Waxwing,Mourning Dove",1
"Minnesota","Cedar Waxwing,Pileated Woodpecker",1
"Minnesota","Cedar Waxwing,White-Throated Sparrow",1
"Minnesota","Chipping Sparrow,Tufted Titmouse",1
"Minnesota","Clay-Colored Sparrow,Northern Cardinal",1
"Minnesota","Common Grackle,Evening Grosbeak,House Sparrow",1
"Minnesota","Common Grackle,Rose-Breasted Grosbeak",1
"Minnesota","Common Grackle,Swamp Sparrow",1
"Minnesota","Common Grackle,Tufted Titmouse",1
"Minnesota","Common Redpoll,Common Starling",1
"Minnesota","Common Redpoll,Lincolns Sparrow",1
"Minnesota","Common Starling,Downy Woodpecker",1
"Minnesota","Common Starling,Hairy Woodpecker",1
"Minnesota","Common Starling,House Finch",1
"Minnesota","Common Starling,Indigo Bunting",1
"Minnesota","Common Starling,Mourning Dove",1
"Minnesota","Common Starling,Red-Bellied Woodpecker",1
"Minnesota","Common Starling,Rose-Breasted Grosbeak",1
"Minnesota","Common Starling,White-Breasted Nuthatch",1
"Minnesota","Dark-Eyed Junco,Eastern Towhee",1
"Minnesota","Dark-Eyed Junco,House Sparrow,Red-Winged Blackbird",1
"Minnesota","Dark-Eyed Junco,Lark Sparrow",1
"Minnesota","Dark-Eyed Junco,Northern Mockingbird",1
"Minnesota","Dark-Eyed Junco,Orchard Oriole",1
"Minnesota","Dark-Eyed Junco,Pine Siskin,Purple Finch",1
"Minnesota","Dark-Eyed Junco,Pine Warbler",1
"Minnesota","Dark-Eyed Junco,Summer Tanager",1
"Minnesota","Dark-Eyed Junco,Tyrant Flycatcher",1
"Minnesota","Downy Woodpecker,Evening Grosbeak,House Sparrow",1
"Minnesota","Downy Woodpecker,Feral Pigeon",1
"Minnesota","Downy Woodpecker,Mourning Dove",1
"Minnesota","Downy Woodpecker,Purple Finch",1
"Minnesota","Downy Woodpecker,Rose-Breasted Grosbeak",1
"Minnesota","Downy Woodpecker,Spotted Towhee",1
"Minnesota","Eastern Bluebird,Purple Finch",1
"Minnesota","Eastern Bluebird,Red Crossbill",1
"Minnesota","Eastern Bluebird,Red-Winged Blackbird",1
"Minnesota","Eastern Towhee,Purple Finch",1
"Minnesota","Eurasian Collared Dove,Evening Grosbeak",1
"Minnesota","Eurasian Collared Dove,White-Throated Sparrow",1
"Minnesota","Eurasian Collared Dove,Yellow-Bellied Sapsucker",1
"Minnesota","Evening Grosbeak,Fox Sparrow",1
"Minnesota","Evening Grosbeak,Golden-Crowned Kinglet",1
"Minnesota","Evening Grosbeak,House Sparrow,Orchard Oriole",1
"Minnesota","Evening Grosbeak,House Sparrow,Purple Finch",1
"Minnesota","Evening Grosbeak,Indigo Bunting",1
"Minnesota","Evening Grosbeak,Orchard Oriole",1
"Minnesota","Evening Grosbeak,Pine Grosbeak",1
"Minnesota","Evening Grosbeak,Red-Breasted Nuthatch",1
"Minnesota","Evening Grosbeak,Scarlet Tanager",1
"Minnesota","Evening Grosbeak,Summer Tanager",1
"Minnesota","Evening Grosbeak,Tufted Titmouse",1
"Minnesota","Evening Grosbeak,Varied Thrush",1
"Minnesota","Evening Grosbeak,White-Breasted Nuthatch",1
"Minnesota","Feral Pigeon,Hairy Woodpecker",1
"Minnesota","Feral Pigeon,House Sparrow,Red-Bellied Woodpecker",1
"Minnesota","Feral Pigeon,Mourning Dove",1
"Minnesota","Feral Pigeon,Pileated Woodpecker",1
"Minnesota","Feral Pigeon,Pine Warbler",1
"Minnesota","Feral Pigeon,White-Crowned Sparrow",1
"Minnesota","Field Sparrow,Swamp Sparrow",1
"Minnesota","Fox Sparrow,House Sparrow",1
"Minnesota","Golden-Crowned Kinglet,House Finch",1
"Minnesota","Golden-Crowned Kinglet,Northern Cardinal",1
"Minnesota","Golden-Crowned Kinglet,Pine Grosbeak",1
"Minnesota","Golden-Crowned Kinglet,Purple Finch",1
"Minnesota","Golden-Crowned Kinglet,Rose-Breasted Grosbeak",1
"Minnesota","Gray Catbird,Pine Grosbeak",1
"Minnesota","Gray Catbird,Purple Finch",1
"Minnesota","Hairy Woodpecker,House Sparrow",1
"Minnesota","Hairy Woodpecker,Pine Siskin",1
"Minnesota","Hermit Thrush,Swamp Sparrow",1
"Minnesota","House Finch,House Wren",1
"Minnesota","House Finch,Hummingbird",1
"Minnesota","House Finch,Mourning Dove",1
"Minnesota","House Finch,Northern Mockingbird",1
"Minnesota","House Finch,Pine Siskin,White-Throated Sparrow",1
"Minnesota","House Finch,Pine Warbler",1
"Minnesota","House Finch,Purple Finch,Song Sparrow",1
"Minnesota","House Finch,Scarlet Tanager",1
"Minnesota","House Finch,Tufted Titmouse",1
"Minnesota","House Finch,Tyrant Flycatcher",1
"Minnesota","House Finch,White-Crowned Sparrow",1
"Minnesota","House Sparrow,House Wren",1
"Minnesota","House Sparrow,Lincolns Sparrow",1
"Minnesota","House Sparrow,Orange-Crowned Warbler",1
"Minnesota","House Sparrow,Pileated Woodpecker,Swamp Sparrow",1
"Minnesota","House Sparrow,Pine Siskin,Red Crossbill",1
"Minnesota","House Sparrow,Pine Siskin,Tyrant Flycatcher",1
"Minnesota","House Sparrow,Pine Warbler,White-Throated Sparrow",1
"Minnesota","House Sparrow,Purple Finch,Rose-Breasted Grosbeak",1
"Minnesota","House Sparrow,Purple Finch,Spotted Towhee",1
"Minnesota","House Sparrow,Red-Breasted Nuthatch",1
"Minnesota","House Sparrow,Summer Tanager",1
"Minnesota","House Sparrow,Tyrant Flycatcher",1
"Minnesota","Indigo Bunting,Purple Finch",1
"Minnesota","Indigo Bunting,Red-Headed Woodpecker",1
"Minnesota","Indigo Bunting,Swamp Sparrow",1
"Minnesota","Indigo Bunting,Tufted Titmouse",1
"Minnesota","Lark Sparrow,Pine Siskin",1
"Minnesota","Lark Sparrow,Purple Finch",1
"Minnesota","Lark Sparrow,White-Throated Sparrow",1
"Minnesota","Lazuli Bunting",1
"Minnesota","Lincolns Sparrow,Red Crossbill",1
"Minnesota","Mourning Dove,Red-Winged Blackbird",1
"Minnesota","Mourning Dove,Spotted Towhee",1
"Minnesota","Mourning Dove,Tufted Titmouse",1
"Minnesota","Mourning Dove,White-Breasted Nuthatch",1
"Minnesota","Mourning Dove,White-Throated Sparrow",1
"Minnesota","Northern Cardinal,Northern Flicker",1
"Minnesota","Northern Cardinal,Orange-Crowned Warbler",1
"Minnesota","Northern Cardinal,Pine Warbler",1
"Minnesota","Northern Cardinal,Rusty Blackbird",1
"Minnesota","Northern Cardinal,White-Crowned Sparrow",1
"Minnesota","Northern Flicker,Rose-Breasted Grosbeak",1
"Minnesota","Northern Mockingbird,Rose-Breasted Grosbeak",1
"Minnesota","Orange-Crowned Warbler,Pine Grosbeak",1
"Minnesota","Orchard Oriole,Purple Finch",1
"Minnesota","Orchard Oriole,Scarlet Tanager",1
"Minnesota","Pileated Woodpecker,Red-Breasted Nuthatch",1
"Minnesota","Pileated Woodpecker,White-Throated Sparrow",1
"Minnesota","Pine Grosbeak,Tufted Titmouse",1
"Minnesota","Pine Grosbeak,Western Tanager",1
"Minnesota","Pine Siskin,Pine Warbler",1
"Minnesota","Pine Siskin,Ruby-Crowned Kinglet",1
"Minnesota","Pine Siskin,Rusty Blackbird",1
"Minnesota","Pine Siskin,Summer Tanager",1
"Minnesota","Pine Siskin,White-Breasted Nuthatch",1
"Minnesota","Pine Siskin,White-Crowned Sparrow",1
"Minnesota","Pine Siskin,Yellow-Bellied Sapsucker",1
"Minnesota","Purple Finch,Red-Breasted Nuthatch",1
"Minnesota","Purple Finch,Red-Headed Woodpecker,Red-Winged Blackbird",1
"Minnesota","Purple Finch,White-Breasted Nuthatch",1
"Minnesota","Purple Finch,White-Crowned Sparrow",1
"Minnesota","Red Crossbill,Red-Winged Blackbird",1
"Minnesota","Red-Bellied Woodpecker,Swamp Sparrow",1
"Minnesota","Red-Headed Woodpecker,Rusty Blackbird",1
"Minnesota","Red-Winged Blackbird,Scarlet Tanager",1
"Minnesota","Red-Winged Blackbird,Spotted Towhee",1
"Minnesota","Red-Winged Blackbird,Tufted Titmouse",1
"Minnesota","Red-Winged Blackbird,White-Breasted Nuthatch",1
"Minnesota","Red-Winged Blackbird,White-Crowned Sparrow",1
"Minnesota","Rose-Breasted Grosbeak,Scarlet Tanager",1
"Minnesota","Rose-Breasted Grosbeak,Spotted Towhee",1
"Minnesota","Rose-Breasted Grosbeak,Summer Tanager",1
"Minnesota","Rose-Breasted Grosbeak,Tufted Titmouse",1
"Minnesota","Rose-Breasted Grosbeak,White-Throated Sparrow",1
"Minnesota","Ruby-Crowned Kinglet,White-Throated Sparrow",1
"Minnesota","Song Sparrow,White-Throated Sparrow",1
"Minnesota","Swamp Sparrow,Tufted Titmouse",1
"Minnesota","Tufted Titmouse,White-Breasted Nuthatch",1
"Minnesota","Western Meadowlark",1
"Mississippi","Northern Cardinal",41421
"Mississippi","House Finch",21022
"Mississippi","American Goldfinch",8891
"Mississippi","House Sparrow",6809
"Mississippi","Purple Finch",6693
"Mississippi","Red-Winged Blackbird",5071
"Mississippi","Brown-Headed Cowbird",4935
"Mississippi","Tufted Titmouse",4349
"Mississippi","Chipping Sparrow",4035
"Mississippi","Eastern Bluebird",3277
"Mississippi","Carolina Chickadee",2740
"Mississippi","Fish Crow",2614
"Mississippi","Blue Jay",2320
"Mississippi","Dark-Eyed Junco",2032
"Mississippi","Carolina Wren",1816
"Mississippi","Mourning Dove",1657
"Mississippi","Northern Mockingbird",1585
"Mississippi","Pine Siskin",1469
"Mississippi","Field Sparrow",1267
"Mississippi","White-Winged Dove",1203
"Mississippi","Rose-Breasted Grosbeak",1092
"Mississippi","White-Crowned Sparrow",1053
"Mississippi","Orchard Oriole",853
"Mississippi","Pine Warbler",630
"Mississippi","Lark Sparrow",495
"Mississippi","Eurasian Collared Dove",438
"Mississippi","Feral Pigeon",438
"Mississippi","Gray Catbird",407
"Mississippi","Baltimore Oriole",308
"Mississippi","White-Breasted Nuthatch",289
"Mississippi","Swamp Sparrow",283
"Mississippi","White-Throated Sparrow",280
"Mississippi","Brown-Headed Nuthatch",267
"Mississippi","Clay-Colored Sparrow",235
"Mississippi","American Crow",226
"Mississippi","Scarlet Tanager",221
"Mississippi","Summer Tanager",205
"Mississippi","Bronzed Cowbird",184
"Mississippi","Red-Bellied Woodpecker",169
"Mississippi","Eastern Towhee",165
"Mississippi","Indigo Bunting",156
"Mississippi","Brown Thrasher",145
"Mississippi","Common Grackle",143
"Mississippi","Song Sparrow",131
"Mississippi","Common Starling",130
"Mississippi","Downy Woodpecker",117
"Mississippi","Red-Headed Woodpecker",101
"Mississippi","Brewers Blackbird",96
"Mississippi","Dickcissel",87
"Mississippi","Painted Bunting",85
"Mississippi","Pileated Woodpecker",85
"Mississippi","Cedar Waxwing",77
"Mississippi","Fox Sparrow",73
"Mississippi","Orange-Crowned Warbler",64
"Mississippi","House Finch,Purple Finch",56
"Mississippi","Common Ground-Dove",54
"Mississippi","Lincolns Sparrow",53
"Mississippi","Brown-Headed Cowbird,Fish Crow",42
"Mississippi","House Finch,Northern Cardinal",41
"Mississippi","American Goldfinch,Purple Finch",40
"Mississippi","House Wren",38
"Mississippi","Golden-Crowned Kinglet",37
"Mississippi","Blue Grosbeak",34
"Mississippi","Ruby-Crowned Kinglet",31
"Mississippi","Brown-Headed Cowbird,Red-Winged Blackbird",30
"Mississippi","Yellow-Bellied Sapsucker",28
"Mississippi","House Finch,Pine Siskin",27
"Mississippi","Red-Breasted Nuthatch",26
"Mississippi","Northern Cardinal,Purple Finch",25
"Mississippi","American Goldfinch,House Finch",22
"Mississippi","Northern Flicker",22
"Mississippi","Fish Crow,Red-Winged Blackbird",21
"Mississippi","Brown Creeper",20
"Mississippi","Fish Crow,House Finch",20
"Mississippi","House Finch,House Sparrow",20
"Mississippi","Tyrant Flycatcher",19
"Mississippi","Yellow-Throated Warbler",17
"Mississippi","House Sparrow,Purple Finch",13
"Mississippi","Mourning Dove,White-Winged Dove",13
"Mississippi","Fish Crow,House Sparrow",12
"Mississippi","American Robin",11
"Mississippi","Brown-Headed Cowbird,House Finch",10
"Mississippi","Brown-Headed Cowbird,White-Winged Dove",10
"Mississippi","Fish Crow,Northern Cardinal",10
"Mississippi","House Finch,Rose-Breasted Grosbeak",10
"Mississippi","House Sparrow,Northern Cardinal",10
"Mississippi","Pine Siskin,Purple Finch",10
"Mississippi","Red-Cockaded Woodpecker",10
"Mississippi","American Goldfinch,House Sparrow",9
"Mississippi","Bobolink",9
"Mississippi","Brown-Headed Cowbird,House Sparrow",9
"Mississippi","Chipping Sparrow,House Sparrow",9
"Mississippi","Feral Pigeon,Fish Crow",9
"Mississippi","Brown-Headed Cowbird,Mourning Dove",8
"Mississippi","Fish Crow,Tufted Titmouse",8
"Mississippi","Blue Jay,White-Winged Dove",7
"Mississippi","Brown-Headed Cowbird,Northern Cardinal",7
"Mississippi","Eurasian Collared Dove,White-Winged Dove",7
"Mississippi","American Goldfinch,Northern Cardinal",6
"Mississippi","American Goldfinch,Orchard Oriole",6
"Mississippi","American Goldfinch,Pine Siskin",6
"Mississippi","Blue Jay,Brown-Headed Cowbird",6
"Mississippi","Blue Jay,Fish Crow",6
"Mississippi","Northern Cardinal,Pine Siskin",6
"Mississippi","Pileated Woodpecker,Purple Finch",6
"Mississippi","Scaly-Breasted Munia",6
"Mississippi","American Goldfinch,Pileated Woodpecker",5
"Mississippi","Blue Jay,House Finch",5
"Mississippi","Blue Jay,House Sparrow",5
"Mississippi","Blue Jay,Purple Finch",5
"Mississippi","Blue Jay,Red-Winged Blackbird",5
"Mississippi","Brown-Headed Cowbird,Tufted Titmouse",5
"Mississippi","Eastern Bluebird,Tufted Titmouse",5
"Mississippi","Eastern Meadowlark",5
"Mississippi","Field Sparrow,Northern Cardinal",5
"Mississippi","Fish Crow,Purple Finch",5
"Mississippi","Hairy Woodpecker",5
"Mississippi","House Finch,Orchard Oriole",5
"Mississippi","House Finch,Red-Winged Blackbird",5
"Mississippi","House Finch,Tufted Titmouse",5
"Mississippi","Pine Siskin,Red-Winged Blackbird",5
"Mississippi","Wood Thrush",5
"Mississippi","American Goldfinch,Brown-Headed Cowbird",4
"Mississippi","Blue Jay,Eastern Bluebird",4
"Mississippi","Blue Jay,Mourning Dove",4
"Mississippi","Bronzed Cowbird,House Sparrow",4
"Mississippi","Carolina Wren,House Finch",4
"Mississippi","Clay-Colored Sparrow,House Sparrow",4
"Mississippi","Dark-Eyed Junco,Northern Cardinal",4
"Mississippi","Eastern Bluebird,House Finch",4
"Mississippi","Eastern Bluebird,Mourning Dove",4
"Mississippi","Eurasian Collared Dove,House Sparrow",4
"Mississippi","Feral Pigeon,Mourning Dove",4
"Mississippi","Field Sparrow,House Finch",4
"Mississippi","Field Sparrow,Rose-Breasted Grosbeak",4
"Mississippi","House Sparrow,Red-Winged Blackbird",4
"Mississippi","House Sparrow,Rose-Breasted Grosbeak",4
"Mississippi","Mourning Dove,Red-Winged Blackbird",4
"Mississippi","Northern Cardinal,Tufted Titmouse",4
"Mississippi","Red-Winged Blackbird,Tufted Titmouse",4
"Mississippi","American Goldfinch,Fish Crow",3
"Mississippi","American Goldfinch,Scarlet Tanager",3
"Mississippi","Brown-Headed Cowbird,Common Grackle",3
"Mississippi","Brown-Headed Cowbird,Eastern Bluebird",3
"Mississippi","Carolina Chickadee,Tufted Titmouse",3
"Mississippi","Carolina Wren,Northern Cardinal",3
"Mississippi","Chipping Sparrow,Swamp Sparrow",3
"Mississippi","Common Starling,House Finch",3
"Mississippi","Eastern Bluebird,House Sparrow",3
"Mississippi","Eurasian Collared Dove,Fish Crow",3
"Mississippi","Eurasian Collared Dove,House Finch",3
"Mississippi","Feral Pigeon,Red-Winged Blackbird",3
"Mississippi","Field Sparrow,House Sparrow",3
"Mississippi","Great Kiskadee",3
"Mississippi","House Finch,Mourning Dove",3
"Mississippi","House Finch,Scarlet Tanager",3
"Mississippi","House Sparrow,White-Winged Dove",3
"Mississippi","Mourning Dove,Northern Cardinal",3
"Mississippi","Northern Cardinal,Pileated Woodpecker",3
"Mississippi","Orchard Oriole,Purple Finch",3
"Mississippi","Purple Finch,Rose-Breasted Grosbeak",3
"Mississippi","Purple Finch,Tufted Titmouse",3
"Mississippi","Rusty Blackbird",3
"Mississippi","Western Tanager",3
"Mississippi","American Goldfinch,Baltimore Oriole",2
"Mississippi","American Goldfinch,Blue Jay",2
"Mississippi","American Goldfinch,Chipping Sparrow",2
"Mississippi","American Goldfinch,Eastern Bluebird",2
"Mississippi","American Goldfinch,Field Sparrow",2
"Mississippi","American Goldfinch,Mourning Dove",2
"Mississippi","American Goldfinch,Rose-Breasted Grosbeak",2
"Mississippi","American Goldfinch,Swamp Sparrow",2
"Mississippi","Baltimore Oriole,Purple Finch",2
"Mississippi","Blue-Gray Gnatcatcher",2
"Mississippi","Brewers Blackbird,Brown-Headed Cowbird",2
"Mississippi","Brown-Headed Cowbird,Feral Pigeon",2
"Mississippi","Brown-Headed Cowbird,Orchard Oriole",2
"Mississippi","Brown-Headed Cowbird,Purple Finch",2
"Mississippi","Brown-Headed Nuthatch,House Finch",2
"Mississippi","Carolina Chickadee,Carolina Wren",2
"Mississippi","Carolina Chickadee,Pine Siskin",2
"Mississippi","Carolina Wren,House Sparrow",2
"Mississippi","Chipping Sparrow,Clay-Colored Sparrow",2
"Mississippi","Chipping Sparrow,Field Sparrow",2
"Mississippi","Chipping Sparrow,Lark Sparrow",2
"Mississippi","Chipping Sparrow,White-Throated Sparrow",2
"Mississippi","Clay-Colored Sparrow,House Finch",2
"Mississippi","Dark-Eyed Junco,House Sparrow",2
"Mississippi","Eastern Bluebird,Red-Winged Blackbird",2
"Mississippi","Eastern Bluebird,White-Winged Dove",2
"Mississippi","Eurasian Collared Dove,Northern Cardinal",2
"Mississippi","Feral Pigeon,Northern Cardinal",2
"Mississippi","Field Sparrow,Fish Crow",2
"Mississippi","Field Sparrow,White-Crowned Sparrow",2
"Mississippi","Hermit Thrush",2
"Mississippi","House Sparrow,Mourning Dove",2
"Mississippi","House Sparrow,White-Crowned Sparrow",2
"Mississippi","House Sparrow,White-Throated Sparrow",2
"Mississippi","Hummingbird",2
"Mississippi","Mourning Dove,Purple Finch",2
"Mississippi","Northern Cardinal,Orchard Oriole",2
"Mississippi","Northern Cardinal,Rose-Breasted Grosbeak",2
"Mississippi","Northern Cardinal,White-Winged Dove",2
"Mississippi","Orchard Oriole,Tufted Titmouse",2
"Mississippi","Orchard Oriole,White-Winged Dove",2
"Mississippi","Pine Warbler,Scarlet Tanager",2
"Mississippi","Purple Finch,Summer Tanager",2
"Mississippi","Yellow-Headed Blackbird",2
"Mississippi","American Crow,Blue Jay",1
"Mississippi","American Crow,Red-Winged Blackbird",1
"Mississippi","American Goldfinch,Blue Grosbeak",1
"Mississippi","American Goldfinch,Carolina Wren",1
"Mississippi","American Goldfinch,Cedar Waxwing",1
"Mississippi","American Goldfinch,Eurasian Collared Dove",1
"Mississippi","American Goldfinch,Feral Pigeon",1
"Mississippi","American Goldfinch,Fox Sparrow",1
"Mississippi","American Goldfinch,Indigo Bunting",1
"Mississippi","American Goldfinch,Pine Warbler",1
"Mississippi","American Goldfinch,Red-Bellied Woodpecker",1
"Mississippi","American Goldfinch,Red-Headed Woodpecker",1
"Mississippi","American Goldfinch,Summer Tanager",1
"Mississippi","American Goldfinch,Tufted Titmouse",1
"Mississippi","American Goldfinch,White-Crowned Sparrow",1
"Mississippi","American Goldfinch,White-Winged Dove",1
"Mississippi","Baltimore Oriole,Indigo Bunting",1
"Mississippi","Baltimore Oriole,Northern Cardinal",1
"Mississippi","Baltimore Oriole,Pine Siskin",1
"Mississippi","Baltimore Oriole,Rose-Breasted Grosbeak",1
"Mississippi","Blue Grosbeak,Brown-Headed Cowbird",1
"Mississippi","Blue Grosbeak,House Finch",1
"Mississippi","Blue Grosbeak,Northern Cardinal",1
"Mississippi","Blue Jay,Blue-Gray Gnatcatcher",1
"Mississippi","Blue Jay,Bronzed Cowbird",1
"Mississippi","Blue Jay,Brown-Headed Nuthatch",1
"Mississippi","Blue Jay,Carolina Chickadee",1
"Mississippi","Blue Jay,Carolina Wren",1
"Mississippi","Blue Jay,Cedar Waxwing",1
"Mississippi","Blue Jay,Eurasian Collared Dove",1
"Mississippi","Blue Jay,Northern Cardinal",1
"Mississippi","Blue Jay,Tufted Titmouse",1
"Mississippi","Blue Jay,Yellow-Headed Blackbird",1
"Mississippi","Brewers Blackbird,Fish Crow",1
"Mississippi","Brewers Blackbird,House Sparrow",1
"Mississippi","Bronzed Cowbird,Brown-Headed Cowbird",1
"Mississippi","Bronzed Cowbird,Fish Crow",1
"Mississippi","Bronzed Cowbird,White-Winged Dove",1
"Mississippi","Brown-Headed Cowbird,Carolina Chickadee",1
"Mississippi","Brown-Headed Cowbird,Carolina Wren",1
"Mississippi","Brown-Headed Cowbird,Dark-Eyed Junco",1
"Mississippi","Brown-Headed Cowbird,Eastern Towhee",1
"Mississippi","Brown-Headed Cowbird,Eurasian Collared Dove",1
"Mississippi","Brown-Headed Cowbird,House Finch,Red-Winged Blackbird",1
"Mississippi","Brown-Headed Cowbird,Red-Bellied Woodpecker",1
"Mississippi","Brown-Headed Nuthatch,Red-Winged Blackbird",1
"Mississippi","Carolina Chickadee,Chipping Sparrow",1
"Mississippi","Carolina Chickadee,House Finch",1
"Mississippi","Carolina Chickadee,Northern Cardinal",1
"Mississippi","Carolina Chickadee,Purple Finch",1
"Mississippi","Carolina Wren,Chipping Sparrow",1
"Mississippi","Carolina Wren,Fish Crow",1
"Mississippi","Carolina Wren,Orange-Crowned Warbler",1
"Mississippi","Carolina Wren,Tufted Titmouse",1
"Mississippi","Cedar Waxwing,Mourning Dove",1
"Mississippi","Chipping Sparrow,Clay-Colored Sparrow,Rose-Breasted Grosbeak",1
